Provider Id,Provider State,DRG Charges 039,DRG Charges 057,DRG Charges 064,DRG Charges 065,DRG Charges 066,DRG Charges 069,DRG Charges 092,DRG Charges 100,DRG Charges 101,DRG Charges 166,DRG Charges 175,DRG Charges 176,DRG Charges 177,DRG Charges 178,DRG Charges 180,DRG Charges 189,DRG Charges 190,DRG Charges 191,DRG Charges 192,DRG Charges 193,DRG Charges 194,DRG Charges 195,DRG Charges 202,DRG Charges 207,DRG Charges 208,DRG Charges 242,DRG Charges 243,DRG Charges 246,DRG Charges 247,DRG Charges 252,DRG Charges 253,DRG Charges 269,DRG Charges 270,DRG Charges 280,DRG Charges 281,DRG Charges 282,DRG Charges 286,DRG Charges 287,DRG Charges 291,DRG Charges 292,DRG Charges 293,DRG Charges 299,DRG Charges 300,DRG Charges 305,DRG Charges 308,DRG Charges 309,DRG Charges 310,DRG Charges 312,DRG Charges 313,DRG Charges 314,DRG Charges 315,DRG Charges 329,DRG Charges 330,DRG Charges 331,DRG Charges 371,DRG Charges 372,DRG Charges 377,DRG Charges 378,DRG Charges 389,DRG Charges 390,DRG Charges 391,DRG Charges 392,DRG Charges 393,DRG Charges 394,DRG Charges 418,DRG Charges 439,DRG Charges 460,DRG Charges 469,DRG Charges 470,DRG Charges 473,DRG Charges 480,DRG Charges 481,DRG Charges 482,DRG Charges 483,DRG Charges 536,DRG Charges 552,DRG Charges 563,DRG Charges 602,DRG Charges 603,DRG Charges 637,DRG Charges 638,DRG Charges 640,DRG Charges 641,DRG Charges 682,DRG Charges 683,DRG Charges 689,DRG Charges 690,DRG Charges 698,DRG Charges 699,DRG Charges 811,DRG Charges 812,DRG Charges 853,DRG Charges 870,DRG Charges 871,DRG Charges 872,DRG Charges 897,DRG Charges 917,DRG Charges 918,DRG Charges 948,DRG Charges 981
30088,AZ,,35124.64,60972.43,41670.2,30087.06,39400.31,,46254.88,39669.41,109433.45,53140.74,38606.94,74064.42,41737.89,63566.05,49330.56,44584.21,39913.18,,45838.76,36842.88,26226.33,42757.0,,86441.86,,,,,103624.28,,,,52639.96,,,,,55075.71,42120.84,24561.58,46872.32,40356.88,35408.91,55216.16,38212.36,29807.31,44355.14,,81990.23,,191846.07,102406.22,63955.71,56852.28,36267.32,72757.84,39406.92,36248.44,22677.67,50287.95,36416.91,57174.07,38379.32,78002.59,54755.91,,93319.65,58814.22,,100856.65,75375.76,64838.58,61047.06,24441.76,36129.08,28153.61,55089.89,33536.06,56855.44,37550.77,38953.79,30013.32,67003.02,39046.1,42357.34,31604.52,58669.35,38077.52,50517.21,32286.62,159643.27,203341.65,71033.22,44323.84,42567.91,55268.83,,37380.87,118936.23
30089,AZ,,,69725.17,48782.5,46683.08,,,,,132824.68,63573.29,,74498.68,,99893.92,60240.83,47082.85,44343.58,,60794.88,36587.42,,38630.85,,96601.1,,94826.32,126898.25,98597.38,90929.71,85794.53,104434.0,,73317.65,51412.05,,135297.86,,61455.9,40866.73,,54130.38,41189.73,,65976.37,42414.09,26117.56,,,78061.52,,202717.53,83605.88,,56649.55,45945.0,63726.69,45434.27,25385.38,,,37131.77,,,,,,113086.67,58430.63,,119126.0,69275.31,51116.46,66650.55,,,,46667.92,36441.88,56634.67,,53922.62,39539.21,72581.51,42892.03,49553.4,32608.56,79730.62,33148.15,,,181765.27,205495.33,79348.1,44977.97,,59832.47,,,172445.92
30092,AZ,87253.83,,61531.29,47996.32,33122.07,40879.3,,,44784.55,81534.55,56014.6,42509.47,52887.94,,,46324.8,42939.66,31230.69,,49153.4,37903.89,,,,115840.11,,,145103.2,93312.35,,126870.82,199259.78,192701.0,69219.87,,,85814.86,48888.89,52919.75,33333.31,,,43058.83,35142.56,40126.25,38426.0,30028.07,39463.5,31592.22,,,189821.69,100867.35,85341.33,,,71535.32,39366.49,29318.13,18110.0,,27415.07,,,63575.88,28674.86,237288.71,,91494.28,,110747.73,103654.15,83135.41,,,35238.06,46281.77,,26865.14,,,57106.29,34641.97,57081.88,35443.62,37647.3,30612.87,46998.97,40746.27,81286.64,37301.82,180356.83,,68685.02,37510.45,,61113.3,,34327.18,
30093,AZ,,,58499.25,40596.29,35146.88,,,,,105226.95,66922.57,36486.19,55533.78,41076.54,,45528.09,41248.34,38982.56,28889.87,47146.57,36654.52,22454.13,37958.09,,106410.73,,76589.75,115706.03,81850.36,,,,,60867.29,40602.72,29843.71,,43904.88,50733.39,42469.55,,65251.09,36212.96,,52767.92,30157.08,24408.73,40399.3,,75451.62,,170873.35,85492.12,,77593.0,37092.39,68279.41,42086.76,27571.75,24285.54,53283.38,36887.32,,37445.82,65343.69,42635.19,118650.5,84701.35,59582.2,,86578.46,64503.14,55513.67,60814.91,,50167.08,,46630.17,23868.84,45131.55,36550.29,39475.29,34089.77,52773.95,35313.8,42962.64,29155.47,45001.47,34879.83,,35419.94,130402.25,200348.31,62125.96,37766.96,,56082.53,,,153015.85
30094,AZ,48916.39,38656.42,,47217.22,33408.82,29304.61,,,,105354.87,,35460.22,,,,43627.11,42253.63,38204.15,23080.92,43220.57,36611.29,23223.28,,,85803.82,,115782.0,128664.65,98680.67,98780.78,104688.27,168752.03,197281.93,63165.29,49846.38,,79430.0,50974.17,42486.91,36530.5,22186.97,,35323.68,25493.33,45823.31,26386.56,22492.1,33308.49,28924.79,52410.07,27451.73,,88644.56,61550.67,,,,40034.67,31336.79,,,30447.15,,,70729.75,,143466.43,,63305.0,,,72808.68,,80132.53,26688.83,,,,26096.08,,30370.14,44383.23,32428.28,58809.0,37351.27,,31406.92,49057.26,31887.42,,41263.23,123999.09,,56454.11,45001.0,,,,21665.27,121478.23
30101,AZ,,,,88514.96,,62624.56,,,,,156993.38,,,,,111931.18,97683.38,68289.88,,127776.12,63515.82,,,,194469.6,,,312554.05,225110.37,,,,,136397.29,120897.05,,,145001.38,108973.04,73175.07,,,,,94503.0,61839.5,50025.07,72096.48,,,,,,,,,,104342.44,,,,59413.12,,,,,,,147494.88,,,,,150776.5,,,,,75456.42,,,147335.81,51177.0,82536.77,66316.45,88274.06,51075.33,,,,,363375.86,,129074.67,77835.89,,,,66211.17,
30103,AZ,,37548.37,46646.21,26214.54,26189.31,,23260.38,33402.85,26658.11,77458.25,40986.32,25238.65,32440.14,25038.07,32095.05,34855.21,26948.19,18636.86,,28705.6,21148.28,,22060.35,,,88587.09,59215.17,84535.31,59254.53,123329.58,53543.47,83542.12,145844.62,36233.0,27895.3,,63804.53,37894.87,30193.72,19677.88,18111.38,31066.75,22923.29,,30060.33,17867.61,14126.57,22135.47,,56865.28,26533.19,120548.11,63956.64,41819.0,33151.19,20462.95,46202.81,28711.6,20850.85,15357.79,30412.47,20886.23,27190.41,25311.18,47044.0,23987.36,106929.18,75673.58,46468.57,,63477.45,46942.29,,45973.16,,22176.9,,26187.16,14143.2,29420.43,23162.61,29810.23,22451.62,25728.97,22860.44,19539.56,15364.33,30360.9,26820.0,22667.82,22301.94,128302.8,,36351.02,20582.33,,32915.17,,20427.43,132748.82
30105,AZ,53240.93,,,,,,,,,,87877.33,,,,,35534.45,,,,,,,,,,178661.19,91938.88,171143.33,126686.79,128157.14,139736.74,171263.29,201893.81,59316.6,48148.35,32756.27,92220.87,56957.63,39308.52,29738.56,20489.83,,,,42924.95,21972.14,17674.01,,26563.82,61243.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191234.67,,82899.76,,,,,,
30107,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153875.24,,71204.42,,,,,87347.42,,,,,,,,,,,,,,,,,,,,,,,,,,
30108,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54652.54,,36284.44,,,,,37092.33,,,,,,,,,,,,,,,,,,,,,,,,,,
30110,AZ,,,56254.92,45583.46,35028.05,34835.91,,,,,,,,,,42596.38,40862.92,29159.86,27355.06,40979.95,31971.59,26272.5,,,66402.0,,,120802.64,107503.44,,,,,55632.91,46321.12,,,57372.39,47115.05,31424.41,,,,34262.77,,31142.17,27048.11,38125.47,36699.68,,,,,,,,,41155.22,24301.0,24992.94,,26324.0,,33441.08,,,,,93863.27,,,84068.88,68044.35,,,37955.87,40002.79,,24090.11,36821.0,36634.0,27711.12,28524.69,69583.19,33478.4,31961.4,31024.39,53365.85,,,28587.5,124346.5,,61592.84,37837.3,,52771.17,,34025.36,
30111,AZ,,,,29378.93,,,,,,,,,,,,33394.61,34706.81,,,,,,,,71812.18,,,110339.67,90367.88,,,,,43349.12,33214.12,,,,45271.39,,,,,,,24702.08,,,,,,,,,,,31448.48,21770.08,,,,,,,,,,,58095.31,,,63671.31,,,,,,,,,,29731.67,24790.42,45730.09,27083.35,,,,,,,97865.69,,41817.14,24842.41,12232.62,66227.93,,,
30112,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141585.0,,63863.47,82026.23,,,,84253.36,,,,,,,,,,,,,,,,,,,,,,,,,,
30113,AZ,,,,,,,,,,,,,,,,,,,,,11061.0,8530.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13197.52,,,,,,,,10831.69,,,,,,,,,,,,,
30114,AZ,,,,48937.0,,52774.93,,,,,,31870.44,,,,54742.0,47123.03,42620.9,28484.23,48339.38,39099.03,34153.31,,,,,,,121261.36,,,,,82480.09,51536.18,49391.09,87246.69,68471.0,45004.68,41720.93,32346.13,,,,54646.67,38680.56,33509.55,33504.31,39746.36,,,,,,,,91181.27,44628.0,,27246.05,57048.27,36305.58,,,72217.33,,,,86708.83,,,88938.67,70107.05,118858.0,26062.18,,,,29978.37,,35188.53,36075.75,30084.89,65981.62,36498.52,47407.07,32817.03,,,,34742.18,169481.88,,68388.81,37647.78,,,,49366.69,
30115,AZ,,,78722.17,47203.85,38045.05,,,,,91907.94,,,80458.6,,65291.64,61126.69,55564.45,45467.92,,49183.31,37659.28,,,,105681.17,,,161575.35,103546.52,,,,,81619.45,56077.92,,111587.93,72878.5,51342.62,43457.14,,,,,49062.73,32958.76,30279.64,,,100555.0,,,,,,35318.45,75729.3,40863.13,41461.38,,53206.71,36088.34,76089.92,,,46269.69,112819.92,,84358.84,,,,,,,,,,33374.62,,39883.82,39440.7,38264.5,52814.42,41615.95,37808.56,29874.1,70087.96,34687.15,,,132346.13,,81986.39,45890.32,,,,,131773.18
30117,AZ,,,,44308.64,,,,,,,,,,,,,63965.46,,,82473.87,49796.46,,,,,,,,113497.27,,,,,,,,,,76180.2,54200.67,,,,,,52603.15,,,,,,,,,,,,,,,,49094.31,,,,,,,121429.72,,,,,,,,,,,,,,,,,,47607.0,,,,,,,99933.18,,,,,,
30119,AZ,,,91083.59,55818.11,41461.06,50966.25,,57083.69,57152.53,121610.47,75084.95,45781.19,71558.78,58965.43,,66142.84,60643.21,54845.27,,60566.33,48639.4,36400.0,45224.25,,129429.6,140916.61,,128824.59,108645.55,116492.12,,,,76246.42,56850.82,,66676.67,69189.38,62344.57,50049.82,,48472.0,45044.4,38216.72,67182.47,40160.66,33651.97,57941.24,,76659.74,,273762.21,105995.14,86642.6,,45692.75,81913.81,55751.96,50516.12,30428.69,55978.5,43880.75,66561.06,58849.18,90843.94,,193041.38,132113.47,92324.93,,152816.67,92961.13,,137318.29,,46129.17,,45477.18,37473.68,,43031.4,53627.05,38850.05,56098.57,38658.98,48768.47,36567.59,72760.03,49476.19,,43037.95,194549.55,379166.93,84343.09,49948.62,,,,,202464.23
30121,AZ,59002.75,,48790.36,33775.14,,,,,,,,,62646.79,,,46688.95,48813.86,,,41760.33,,,,,103379.85,,,149087.6,98834.57,122704.13,91653.54,,186030.79,61706.91,43405.57,,67016.43,44231.85,47928.66,27750.27,,,,,,,,,,,,,,,,,65344.54,36853.1,,,,31505.12,,,,,161550.0,102343.25,73350.9,,113252.71,87022.85,,83957.6,,,,,29538.3,,,41184.64,25295.29,39179.79,37285.33,,29529.44,,,,,222412.58,176917.55,76332.92,37491.56,,59827.27,,,164135.44
30122,AZ,,,64462.09,,39544.67,,,,,101007.82,,33839.86,73272.06,49683.0,88972.78,53786.93,48296.23,,,54082.67,40226.85,,,,,,,,,,,,,,,,,,61999.66,43066.67,,,,,,35744.79,,,,100291.59,,192580.64,116433.19,83477.82,,40350.07,75198.83,35364.97,35112.27,24444.13,54065.36,36029.26,,35552.75,,,,,59390.22,,,67049.44,,,,,,55629.33,32279.77,,43603.53,45264.15,30241.1,53202.58,31337.96,44531.87,26877.0,57755.27,,,,164591.92,,82257.82,44482.52,,,,,
30123,AZ,,,,,,,,,,,67297.58,40172.19,43267.77,39513.54,,48234.79,34818.08,37559.85,,37562.19,28020.13,22614.75,27475.0,,,,78953.67,,79024.46,,,,,53506.62,,,,45967.86,54454.92,45092.23,25857.36,,,25757.16,37209.45,30268.0,26838.14,27750.29,26716.73,,,,99806.67,,,,61100.53,36956.67,30121.69,21034.77,50835.27,25795.7,,27945.5,,,182486.13,,85439.9,119075.53,,86666.8,66234.5,101624.5,,26852.33,19996.77,,21354.47,,,33742.88,25098.18,67536.93,28314.75,32519.18,22132.12,53655.59,,,28602.27,118409.31,,54092.58,31491.55,,,,,
30130,AZ,,,,,,,,,,,,,,,,36992.39,46471.94,,,50497.62,,,,,,,,,,,,,,,,,,,41855.07,,,,,,,,,,,,,,,,,,,,,23508.58,,32777.55,,,,,,,72857.0,,,76356.93,,,,,,,,,,,,,,,,,,,,,,58736.7,40266.8,,,,,
30131,AZ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90836.16,,44131.05,53145.0,,,,51970.76,,,,,,,,,,,,,,,,,,,,,,,,,,
30132,AZ,,,,,,,,,,,,,,,,,43980.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30134,AZ,,,,,,,,,,,,,,,,30380.32,36445.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39620.5,34650.91,,,,,
30137,AZ,,,,,,,,,,,,,,,,22840.38,21102.88,,,17665.63,16456.74,17411.93,,,,,,,,,,,,,,,,,18654.26,19574.18,,,,,,12447.85,16140.42,,,,,,,,,,,21995.83,13661.2,12250.82,,15279.83,,,,,,,44721.73,,,46210.14,,,,,,,14414.75,,,,14842.06,,,,13308.71,,,,,,,26226.1,18723.56,,,,,
40001,AR,,,,,,,,,,,,,,,,46478.1,33819.17,,,39156.0,30591.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29067.21,,,,,,,66797.22,,,63536.0,,,,,,,,,,,,,,,26602.15,,,,,,,52775.17,29729.54,,,,,
40002,AR,,,,,,,,,,,,,,,,14493.6,13205.62,11143.58,9062.2,17176.83,10224.86,7773.6,,,,,,,,,,,,,,,,,12887.77,,,,,,,,,,,,,,,,,,,9557.92,,,,8243.07,,,,,,,23681.16,,,,,,,,,,6631.92,,,,8856.56,,,,7009.0,,,,,,,16908.32,9708.62,,,,,
40004,AR,37448.81,21563.68,39096.39,26689.39,25332.26,23906.95,27097.86,41788.38,23379.44,102421.85,32244.67,26012.5,45909.59,33829.36,50837.5,35184.64,34341.16,28508.62,23608.89,36583.18,29345.4,21270.73,,,80515.95,102509.29,79032.69,118981.3,92957.31,109274.53,67288.3,110506.2,,54971.46,37376.2,,49601.98,36693.67,38337.18,25893.07,21660.23,,34423.61,19584.23,31818.92,18638.47,17044.14,20008.92,21333.29,54784.0,22917.93,114085.68,61723.82,48744.0,,,46673.04,23500.68,20811.57,16123.57,36343.65,22144.18,33767.73,25147.73,45613.64,25114.18,87849.17,100038.68,44310.18,63282.67,85845.9,51982.16,42769.89,64463.77,17450.83,24727.08,18747.0,,17418.24,37289.5,23812.97,26478.06,16955.16,35776.18,22237.16,22287.92,19827.88,43189.7,22029.41,,21232.44,161743.27,145396.82,47583.07,25087.39,30878.68,38126.04,19645.56,18116.28,120880.21
40007,AR,37640.53,30133.56,46026.32,33563.45,27097.11,19475.92,22944.1,36065.81,13409.59,75346.39,23542.0,17071.67,35320.22,19416.64,43118.31,30116.89,22005.45,17474.12,,25030.05,20061.65,17971.69,16439.05,,50479.1,71117.14,54083.44,86117.91,64939.83,70053.65,61874.86,95774.7,158234.07,38876.65,29948.91,22962.71,38064.53,29091.61,30606.75,18138.78,12531.76,23842.55,18487.95,19473.18,31220.57,15671.82,11313.96,17323.26,17708.21,40915.12,19016.11,119252.83,58629.53,44942.34,,,65466.33,28250.91,22269.72,13249.14,30754.12,19093.46,37497.21,25326.12,43936.12,18038.57,95963.74,70515.5,57896.79,66002.17,68402.21,46534.61,41991.28,76496.69,11883.0,15563.95,13887.36,,17722.14,30014.23,21298.34,27697.5,16128.23,35266.59,18102.0,22157.45,15868.72,35264.08,27532.08,40159.75,26688.46,114121.84,113928.19,41933.16,23097.59,,27872.08,16537.85,18427.12,83688.93
40010,AR,22339.61,,32925.21,24475.86,20805.72,25403.61,,,25079.18,116860.12,42109.79,23712.31,38495.66,34537.22,28489.79,25863.14,25949.8,21299.19,,21997.11,22250.9,,,,82105.77,,44840.72,87142.93,57973.27,,58241.64,,,40734.25,26261.69,24281.27,59895.04,35257.68,30451.9,21350.59,,,,18407.42,27108.48,20814.21,15239.66,23000.17,,49332.1,,102674.08,38579.77,,48661.14,23905.08,46078.36,27407.23,26055.26,,34241.83,21387.03,,32098.69,37645.12,,55567.4,66204.67,33874.05,,45099.95,31190.72,,,,,,,22608.42,32161.07,23967.06,34139.9,16110.71,35137.12,21248.95,27858.64,17096.4,27430.12,21574.17,,20241.82,133173.87,,49952.18,26767.93,,35101.47,13565.27,,
40011,AR,,,,,,,,,,,,,,,,,8901.27,8524.06,6056.17,,,,,,,,,,,,,,,,,,,,9031.36,6656.17,5285.17,,,,,7301.08,,,4408.25,,,,,,,6753.41,,,,,,6600.02,,,,,,,,,,,,,,7492.73,,,6111.66,,6496.69,,5759.44,9222.0,,,6494.61,,,,,,,9963.1,8493.07,,,,,
40014,AR,,9801.27,34577.52,17127.7,13906.12,14992.6,,20095.36,,68268.29,,17789.26,35254.08,23637.36,,24307.3,21011.1,15067.47,12149.45,24637.21,18635.68,16835.38,15896.67,130648.74,57206.78,,46856.21,77239.15,52235.79,,,,,26033.21,25832.54,22739.27,36014.57,28782.86,20456.0,15308.38,10214.67,,14072.72,13166.0,26844.74,12660.74,9403.8,14013.7,12358.33,31373.19,15750.0,91367.25,55947.35,,,20255.91,28094.82,18162.7,16402.19,14503.71,22034.67,16502.55,,17594.47,37943.36,21827.95,75563.89,,37145.49,,45856.73,33786.4,29213.26,42638.5,14551.85,17131.14,11148.71,22852.54,17477.49,21188.47,21990.21,18897.54,12931.24,22997.66,16334.03,18155.82,15691.14,28818.41,26963.75,25186.59,16319.05,89582.7,135937.06,37910.88,23450.24,9008.05,27526.83,12027.68,11020.34,
40015,AR,,,,,,,,,,,,,,,,,14745.24,11366.07,11789.24,,14598.58,,11721.25,,,,,,,,,,,,,,,,15394.62,10304.74,,,,,,,,,,,,,,,,,,,,,,9404.25,,,,,,,35583.27,,,,,,,,,,,,,,,,,,8251.0,,,,,,,17571.0,,,,,,
40016,AR,,25178.72,37333.88,22310.75,14142.1,12788.42,27491.82,24272.29,18669.24,68236.72,32421.0,17329.93,50911.42,45562.53,,31105.51,25221.85,17384.94,,39170.9,28072.37,11339.21,23784.73,107444.58,53916.34,,,,42274.93,78115.67,75973.76,109766.33,105590.94,36536.58,19968.59,,44527.43,21744.75,22434.5,14039.88,,53304.41,19020.75,,32405.86,22158.08,,22828.58,17383.12,52420.55,23886.65,106941.3,46143.05,28448.04,45065.68,31788.89,37087.54,17127.9,18034.44,9023.21,40910.64,21989.83,51370.44,20561.46,,,86314.38,,26916.64,55449.55,72604.33,41936.5,32061.44,36623.38,13268.94,23713.88,18826.18,27058.5,16781.74,44490.91,20499.31,29343.4,19745.22,41304.24,17543.11,18695.31,17947.78,31590.39,33892.62,38895.22,17686.68,98810.71,132704.0,43181.29,22911.28,14392.67,45473.89,29702.25,17033.17,107445.9
40017,AR,,,,14960.0,,,,,,,,,29045.15,22908.73,,16420.87,16735.72,10389.83,,20028.76,17229.83,,,,,,,,,,,,,,,,,,16405.18,13422.95,,,,,16337.62,,8221.64,,,,,,32222.0,,,,,12878.25,,,,14817.2,,,,,,,35511.27,,,24856.1,,40881.13,,,,,12013.67,,10677.14,,,15084.0,10962.47,,13447.89,15432.25,,,,,,23056.4,14657.57,,,,,
40018,AR,,,,,,,,,,,,,,,,44758.47,33273.4,,,54831.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98335.54,,,,,,,,,,,,,,,,,,,,,,,,,,,12633.03,,,,
40019,AR,,,,,,,,,,,,,,,,,20096.46,,,35579.77,29578.79,20849.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17787.25,,,,,,,,,,,,,,,,,,,,,13579.45,,,,16461.33,,,,,,,,,,,,,
40020,AR,14428.86,11631.12,21327.5,9997.68,7789.47,,,,9683.83,33145.44,22400.24,11319.42,28799.17,17526.33,25115.06,19551.97,16692.46,11468.35,8819.0,14501.96,11927.21,8412.18,16022.07,63542.15,29811.22,,30066.22,46057.19,33532.0,,29912.68,53542.61,61230.4,20116.29,,,23812.44,15649.69,17822.73,12703.28,8761.93,21312.17,22475.94,8987.74,18031.13,9647.82,8005.42,9920.29,7474.33,24860.29,,49608.16,32919.68,,21509.57,10530.21,18431.15,11274.38,9683.76,7219.24,12301.96,9124.14,,7360.38,,12033.7,,43159.68,20162.25,,33738.05,20726.12,16668.7,29331.67,8457.55,,8038.82,14422.31,9379.51,19788.48,10848.53,17449.35,8243.0,19805.29,9494.47,12351.49,9541.24,14057.31,9945.73,14978.5,11950.32,64108.85,76161.55,23886.01,11780.76,6888.57,14832.1,8435.73,9995.9,56679.14
40022,AR,,,60850.57,45955.75,45574.46,45465.5,,,37150.64,,86541.29,,84941.31,48283.75,,67136.11,61693.06,41813.35,35511.67,59697.58,39726.47,35003.41,,242332.23,123009.06,,230977.92,218584.77,192724.08,,152595.87,,,78770.22,55045.24,45841.0,89177.59,59298.21,58809.39,44260.41,34109.88,,,40856.17,54340.25,36905.2,36022.85,37989.95,40435.26,,,253031.59,113791.17,67440.0,,,,54510.3,53259.92,,65185.4,40122.09,,39525.64,,38339.82,,,99798.64,,125130.16,88535.54,65363.8,115401.07,,,,,33686.2,,33992.04,43186.29,39055.73,54457.3,42320.62,60381.15,37397.69,,,,,228638.0,,77820.73,60629.33,26467.62,87560.0,,32058.33,245098.07
40026,AR,24567.07,,38649.95,25774.31,21645.82,19076.77,,,19405.0,64510.87,,21882.0,37610.37,26588.95,39196.55,28285.74,25643.71,20165.27,17874.88,24855.2,21115.86,15897.45,,95425.33,52460.7,61315.36,39620.79,62395.29,53814.0,,,,,35767.62,22336.79,21919.39,40490.21,25295.95,28805.61,19895.18,12599.38,,27501.5,19312.09,22625.03,18206.03,14880.67,19563.74,15009.14,44853.12,17349.38,96705.38,60061.43,,38008.25,27501.62,63707.88,38910.3,21282.97,17059.94,29478.06,19123.41,,28288.2,34337.43,22188.23,49952.08,66375.67,33609.27,32848.09,49443.78,43331.44,,34683.39,17001.31,20314.17,15011.93,22276.12,20259.33,25438.68,20890.59,24313.5,16457.03,32105.81,20805.66,25564.9,17658.33,41272.0,30175.4,,33069.07,114628.8,126315.64,45769.74,28717.7,,40110.7,16493.95,,74160.5
40027,AR,18530.72,,15860.19,10504.75,11058.91,8158.17,,,,34668.89,,,28101.59,,,16844.37,14530.98,12338.41,8917.43,15350.62,10551.33,8419.71,,,36773.18,,,69111.18,50153.93,,50516.5,63963.2,109846.21,18945.49,17497.58,16398.82,,18982.74,14353.11,11037.36,7187.77,13762.64,,,19135.11,11138.05,7722.27,,,,,66266.8,37101.81,26543.5,18070.91,10437.43,19513.32,12893.82,10417.3,7833.56,16495.73,11536.07,,,26618.23,,,49076.28,36352.84,,41361.93,35353.58,26392.57,36528.33,,,,12534.45,10391.31,,12061.27,15490.53,8895.42,17380.22,11844.92,12088.56,8669.42,11280.29,,,11543.92,53965.0,,24336.76,15438.89,7664.84,19531.88,14627.09,,44788.45
40029,AR,,,24028.42,17206.18,,,,35516.91,14669.81,,26529.5,,25109.61,22660.92,21251.27,20373.65,18861.47,15779.25,,20896.92,15680.79,12935.88,,85747.91,46628.16,,,54136.85,43398.88,,,,,23269.12,20001.31,15338.05,,19642.76,22968.7,16426.74,,,,13429.44,22138.81,10915.69,8915.05,14987.11,15596.74,22441.74,,,35803.82,,23491.0,16712.27,23247.77,19450.07,13328.48,10421.45,18677.92,14831.23,,21227.62,,,,46135.56,27567.94,,47029.43,27249.02,18554.4,32088.47,13887.92,,,,15503.89,19210.67,16654.12,21807.93,11654.37,26390.57,15622.2,15791.57,12486.33,20098.19,13615.92,,12250.09,56513.12,98272.08,28326.72,16058.75,,26528.62,,11863.21,
40036,AR,29586.67,,36390.18,22967.69,18247.47,,,,,84561.94,18293.07,15574.53,30268.47,20430.58,36888.0,24854.16,24227.58,20415.3,14093.07,27483.1,18576.79,17906.73,17928.48,119971.31,62366.3,,,75345.31,53850.87,56288.5,73725.2,64246.0,,43801.0,27856.38,21763.36,50676.43,26386.39,27835.61,17326.72,15609.1,25778.14,,,22561.92,14347.48,13871.0,14158.46,,34762.82,,94865.04,48871.73,36252.2,26685.91,22232.78,29391.15,19686.16,28216.12,16732.85,30926.81,19182.23,,18468.28,40329.41,,,58025.67,41871.14,,56157.23,35210.56,28643.44,46972.99,,22417.18,,22005.91,12031.45,30497.12,16062.4,20672.93,13436.38,29987.55,19620.17,20932.86,17800.27,27565.74,19491.47,,22514.18,98790.65,111504.25,35119.16,21786.91,,38038.06,,,77832.96
40039,AR,,,15393.58,12919.76,,,,,,,,,29028.27,,,18342.95,19471.34,11736.74,10978.84,17179.58,11697.48,11014.58,,,28378.94,,,,27123.0,,,,,22735.36,13095.64,,,19474.53,16107.18,10878.85,7101.62,,,,18908.93,12581.55,6138.94,8890.0,5893.16,,,,,,,,,14463.77,,,,10104.49,,,,,40698.67,,25133.66,,,34174.14,,,,,,,15247.41,,13401.55,,8367.21,,9461.96,12795.2,10125.3,,,,11859.73,40931.08,,23390.36,15755.02,,,,,
40041,AR,,,51504.08,42908.69,,,,,,,,,53937.61,,,43169.56,46349.93,33303.53,,48444.0,36107.69,,31636.46,,,,,140001.79,106264.32,,,,,53570.58,44025.88,,,64639.18,45469.41,32515.47,,,,,,31838.94,,,29006.21,,,184328.38,133743.31,,,,54598.0,42854.78,34523.82,,,40172.36,,,,,,102235.85,74360.38,,90361.59,68675.03,,,,,,,,,,49272.12,,54327.33,30187.12,34192.89,40086.17,46880.5,,,,210077.87,,62701.49,39103.63,,44286.43,,,
40047,AR,,,,,,,,,,,,,,,,,,,,,12741.67,14285.61,,,,,,,,,,,,,,,,,,10475.55,7946.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,33329.82,,,,,,,,,,,,,,7910.55,,,,10832.8,,,,,,,,,,,,,
40050,AR,,,,,12567.92,,,,,,,,,,,,,18987.94,,,18878.37,14843.41,,,,,,,,,,,,,,,,,,15565.67,,,,,,,,,,,,,,,,,,,,,,12731.52,,,,,,,24911.85,,,,,,,,,,13562.33,,,,12039.38,,,,13773.42,,,,,,,28365.32,16757.03,7556.31,,,,
