DRG Charges 039,DRG Charges 057,DRG Charges 064,DRG Charges 065,DRG Charges 066,DRG Charges 069,DRG Charges 092,DRG Charges 100,DRG Charges 101,DRG Charges 166,DRG Charges 175,DRG Charges 176,DRG Charges 177,DRG Charges 178,DRG Charges 180,DRG Charges 189,DRG Charges 190,DRG Charges 191,DRG Charges 192,DRG Charges 193,DRG Charges 194,DRG Charges 195,DRG Charges 202,DRG Charges 207,DRG Charges 208,DRG Charges 242,DRG Charges 243,DRG Charges 246,DRG Charges 247,DRG Charges 252,DRG Charges 253,DRG Charges 269,DRG Charges 270,DRG Charges 280,DRG Charges 281,DRG Charges 282,DRG Charges 286,DRG Charges 287,DRG Charges 291,DRG Charges 292,DRG Charges 293,DRG Charges 299,DRG Charges 300,DRG Charges 305,DRG Charges 308,DRG Charges 309,DRG Charges 310,DRG Charges 312,DRG Charges 313,DRG Charges 314,DRG Charges 315,DRG Charges 329,DRG Charges 330,DRG Charges 331,DRG Charges 371,DRG Charges 372,DRG Charges 377,DRG Charges 378,DRG Charges 389,DRG Charges 390,DRG Charges 391,DRG Charges 392,DRG Charges 393,DRG Charges 394,DRG Charges 418,DRG Charges 439,DRG Charges 460,DRG Charges 469,DRG Charges 470,DRG Charges 473,DRG Charges 480,DRG Charges 481,DRG Charges 482,DRG Charges 483,DRG Charges 536,DRG Charges 552,DRG Charges 563,DRG Charges 602,DRG Charges 603,DRG Charges 637,DRG Charges 638,DRG Charges 640,DRG Charges 641,DRG Charges 682,DRG Charges 683,DRG Charges 689,DRG Charges 690,DRG Charges 698,DRG Charges 699,DRG Charges 811,DRG Charges 812,DRG Charges 853,DRG Charges 870,DRG Charges 871,DRG Charges 872,DRG Charges 897,DRG Charges 917,DRG Charges 918,DRG Charges 948,DRG Charges 981
1.0,0.66402420855846,0.7483645687419396,0.7730090713543327,0.75709981517251,0.7567782789745114,0.719849829084431,0.6746261439170291,0.7318753347895867,0.662782337748956,0.6902623193213425,0.7254889633899071,0.7268124086360214,0.6625167099043919,0.706472230138017,0.7172292443742534,0.7287220530776898,0.7281642365573922,0.7157351038706646,0.7460104709356566,0.7569693285630064,0.7752585482438711,0.7115652678997608,0.7075321517332904,0.735670049456841,0.6981399770812544,0.6898754060523219,0.7769573716161334,0.7543901328025927,0.7654191569089641,0.865814187324592,0.7685921202901355,0.7762292753105853,0.7474078327666858,0.7745103368643644,0.7402190058095651,0.7024067961498353,0.7833949410565526,0.7445786475221403,0.7425400830295051,0.712543647927553,0.6691277268736263,0.7229079205454978,0.7304614656051748,0.7294503476867432,0.7578170397282058,0.7553371943612844,0.7619371937423347,0.7555109653542248,0.7195014543483964,0.622078770904893,0.8116832039429231,0.8717897641705423,0.8641072772744574,0.6355171063054648,0.6898196395973738,0.7408039895182845,0.7857145666565724,0.7513121953558114,0.7688033540263732,0.7436611738428722,0.795791787636449,0.699190313120859,0.7833485871884731,0.8552653376532213,0.7806330963225993,0.7394620830539204,0.8279488899733719,0.8379499947302623,0.7868819768039129,0.8227964396359934,0.8565727820299902,0.8665256535169105,0.7717213999600576,0.7391754323074881,0.7617992460308358,0.7674662897005746,0.6900186307457603,0.7547303223946684,0.7119466536584719,0.7634559629822752,0.7132022155914802,0.7600913556921713,0.7289983826723935,0.7379162637259084,0.746380827582826,0.770522176104303,0.7158123922420894,0.6957137904942925,0.6668731108341683,0.7293317012027316,0.7837930345380868,0.7137668425401784,0.7718262271843109,0.7672068793344758,0.6947878867290798,0.6961263274929095,0.6938930096077434,0.7267893146094833,0.7422008647658931
0.66402420855846,1.0,0.8076366812571316,0.8273487183578934,0.8105402308802474,0.7885207533452069,0.8413766910029409,0.7385785719519677,0.8100642778957285,0.7958812735035359,0.8202289393955411,0.8092421158786895,0.7783340621399796,0.7871533184286003,0.8245670279959535,0.7949495777005087,0.8237211130805501,0.8151805866062553,0.8235572654437303,0.8229516411277826,0.8155293227480299,0.8380905751825883,0.8057057821341838,0.769834550000466,0.802220047331306,0.7505767204442624,0.7082195538177959,0.7509876031889035,0.7226474415283326,0.7535721812289842,0.7593879620634556,0.6252332282675753,0.7997592580509583,0.7884043920480587,0.7753468209849521,0.6928810398266603,0.8231203083102007,0.8103111496068123,0.8302306822230019,0.8361173188976163,0.80997306015293,0.7733512092791712,0.8072129708040596,0.7994314029886533,0.8156527777389092,0.8192238545095575,0.8092941094228012,0.8211846712978765,0.8206057307087554,0.7758613287582831,0.8180672584819298,0.735471516173218,0.7618082278444818,0.7138635744228322,0.7646603461726021,0.8236557491565818,0.781953033637549,0.8194203454528576,0.8074500644914985,0.7971794415939703,0.8156274921386505,0.8335243060747072,0.7710931768348953,0.8063222912391869,0.7563179819645114,0.8485953940991743,0.6555307921270008,0.8007288044909393,0.689629615943586,0.6639321394992671,0.7942081836708423,0.7528846610110075,0.7603525488919444,0.6219061969591482,0.8368763258202992,0.8461417073450233,0.8626947135283066,0.8144034416245045,0.8281663227580043,0.8028893722336969,0.8346593127488866,0.8437918460537369,0.8313320668430315,0.802174982412401,0.8278235036551084,0.8227218410021071,0.8316871610761608,0.7842854340629589,0.8289598899881125,0.7861975832286977,0.8073016599679947,0.7929502679966854,0.7482772534715916,0.8205435867584226,0.830260274065871,0.8245417545943217,0.777551851891871,0.8133821713508054,0.855671854351454,0.8025065756401648
0.7483645687419396,0.8076366812571316,1.0,0.927089284748645,0.9049008676109863,0.8738585090442496,0.8845364472643645,0.853175819055241,0.8837155311410727,0.8538570941392502,0.8694278665956906,0.8711084815943985,0.8831307909203131,0.8678760447472873,0.8602655909316514,0.8920729497035299,0.8863262695375451,0.8793371542486881,0.8694839712633244,0.8963152597856848,0.8866947949279702,0.8660427493091356,0.8631299982952834,0.8509226911930919,0.8832243506555618,0.8250142833400663,0.7677150558448762,0.8076139799294753,0.7508356270259827,0.7995366279470417,0.8413424285227302,0.6825073949175382,0.8449618862069332,0.8910649486041223,0.8535401703728285,0.8181188330925918,0.8642954337162132,0.8566092531928571,0.9066060673528663,0.899537094865415,0.8875652879102418,0.8278285377171728,0.8682115861730618,0.8550376310817519,0.885893270084997,0.8918038933526343,0.8681789604793417,0.883775764326322,0.8437392065641003,0.8379634287990503,0.8129976986066861,0.8516668989791397,0.8303761950699838,0.7752186749412863,0.80835733366619,0.8693353495081945,0.8650080056755522,0.8795483268053566,0.8632028627062013,0.8614063916688073,0.8304921379623794,0.8731991389142553,0.8317312215150215,0.8440172013302418,0.8332622388294939,0.8664025220988918,0.6910874430784302,0.8521010342798451,0.7533250787078142,0.7132338829055612,0.862837301413901,0.8490795313893579,0.8529529336840079,0.6865525067451923,0.8894572791460867,0.8963747581108735,0.8504772937541089,0.8500632598269457,0.8627966836060483,0.8566953084017718,0.8837450335808568,0.8544691444027807,0.890147849914031,0.876038508241055,0.8884130667544587,0.8901958655490726,0.8805303018281028,0.8614627137287213,0.8266386211288712,0.8229811383500794,0.8508682379676111,0.8923856152399996,0.8514240358095753,0.9208423395441165,0.8932594318040759,0.8378223398047783,0.8584743206090959,0.8126551998972523,0.8600845005398152,0.8705717708122614
0.7730090713543327,0.8273487183578934,0.927089284748645,1.0,0.953562776875587,0.928503444888967,0.910315079409165,0.8329563861497787,0.9158640773384107,0.8518002081250808,0.8843333068257158,0.9117185989590931,0.8887818084419343,0.8947041560468793,0.8742935110062997,0.895105573192049,0.9112958913021652,0.9103022938792047,0.907767955461536,0.9133955188452682,0.9215456411728116,0.9077888562588744,0.8917593630670974,0.8472024919048804,0.8696783919517677,0.8156851361195241,0.7671615458903054,0.8196416230768195,0.7789646151526783,0.8242243262655562,0.8364015590582939,0.6827807066603765,0.8302301730370905,0.8971408207972489,0.9015378451738731,0.8421045542227648,0.8604527496719254,0.893144832963376,0.9248557190193152,0.9322531195055072,0.9293757325505203,0.8336477705383665,0.8914030575047878,0.9057584151048608,0.8986011720595027,0.928109864785083,0.9185562387169799,0.9337533759343623,0.9009120472072822,0.8415790148734373,0.819278330147663,0.8572859964306152,0.8598108547692965,0.7836921739460194,0.8194955845608091,0.9032421616012651,0.8816603624205431,0.9221982071169939,0.9052459817384858,0.9050004135038853,0.8646504931782825,0.9282939283611205,0.8512800152037497,0.8952952092846368,0.8668135272055274,0.9017478387187844,0.6995659839211126,0.8708791592962498,0.7741350190128763,0.6953510922214002,0.8746982601938256,0.8854811752477,0.8833600615153221,0.7162362255336604,0.9254751217562058,0.9296698254276368,0.9032004851594881,0.8698806488987163,0.9053632019614729,0.861250639057516,0.914425074104461,0.87664874836284,0.9310769534860666,0.8888838151107856,0.9325585566222089,0.9196108810877368,0.9338096126188755,0.8922329015707254,0.8630527068550227,0.8457815811998227,0.8905906133821121,0.8837926383105011,0.82815331706386,0.9302281075933068,0.931393870979147,0.8416207139748085,0.8572795302457165,0.8537557035996064,0.9042395292883509,0.8610149618729985
0.75709981517251,0.8105402308802474,0.9049008676109863,0.953562776875587,1.0,0.9385605322272202,0.897471814405338,0.8305872922448847,0.8958574874190249,0.8173237166069754,0.847976777946239,0.8905492060250418,0.8689013084894877,0.8747908062692404,0.8559705292493589,0.8789140886206885,0.8922896270165391,0.888349371181664,0.8792389918649214,0.8981592574172247,0.9117103664633491,0.8998540925828248,0.8758978777485746,0.8031968888694533,0.8709861549408883,0.7735352017620892,0.7621403257726429,0.8198941281994494,0.7900940051584625,0.7981126467750618,0.8220151938811168,0.6486483689780703,0.8201147361551642,0.8813210338637388,0.8794732495962765,0.8468405192647681,0.846790341500815,0.8768995675012815,0.9049808495087703,0.9056729492615659,0.8961736564490176,0.7845994295006095,0.8407681391962859,0.8915874677847778,0.8863418519503118,0.910014087974247,0.8967397469742797,0.9185487914395956,0.8847674120794051,0.8162655138744125,0.800828969791004,0.8567782552149494,0.8382414258088473,0.7734746910743598,0.7978185091837827,0.8707309775717011,0.8667567573731582,0.9093636101165625,0.8808864982534931,0.8931381631493259,0.8532285029992522,0.9155263467063526,0.8192508851314438,0.8622418185898116,0.8537543898217583,0.8749250533527844,0.684075986264246,0.8532929795989098,0.7918030047970576,0.6971809296918006,0.8560229770928621,0.8641711299885867,0.8569238021003798,0.7111186384623053,0.9010536665489853,0.9068660183574727,0.8811303628395213,0.8303009344819031,0.8838741834760019,0.8336731059251927,0.9029101542318412,0.8611503567886667,0.9040820866339633,0.8660006006184955,0.8997961972548105,0.8979625723381991,0.9155328214740172,0.8444044668168458,0.8239239586697172,0.7987043804787863,0.858126477288355,0.8678997530157705,0.8126920986557934,0.9070946663866309,0.9133021560895849,0.8296594587023947,0.8510647019803411,0.8334464472575416,0.8778721130056049,0.8350053436829091
0.7567782789745114,0.7885207533452069,0.8738585090442496,0.928503444888967,0.9385605322272202,1.0,0.9068032698929854,0.8250750426860272,0.8881185437209521,0.7706311261241392,0.8029268290864334,0.8968323542669655,0.8476590390446731,0.876080016838004,0.863260248040837,0.8702631223810872,0.8857208644013165,0.886670843395097,0.9047683179346584,0.8874174241004019,0.8983763059200631,0.9069462828123271,0.871864100942412,0.831905706249943,0.8712764243251148,0.7944823423250541,0.7603736508533374,0.8235259697153261,0.7707086643297145,0.7935289800326597,0.8261033489977433,0.6517521848830654,0.8060286185065386,0.8817234883860522,0.8876322010569975,0.8529949230628415,0.8264720889639628,0.8912344907181373,0.8948004869629279,0.9017625812979145,0.90176280110731,0.829715460676384,0.8717288660980654,0.8879650030815093,0.8837981376967193,0.8991784519051487,0.8970028405124167,0.9397686466845308,0.9147380932337634,0.7986469370575174,0.824015529768323,0.7969275980617628,0.8480955242337924,0.7606074708671914,0.8200685744703123,0.8542164658286038,0.8587132443840788,0.900438876739046,0.8735443186984994,0.8590459531587438,0.859431724410984,0.9128464030356276,0.8360702007727875,0.8627564371693655,0.8067401755803632,0.8568598914032998,0.6481335762732148,0.7993768880828614,0.7588071778645464,0.6899126715662829,0.8056443824544911,0.8403851447255174,0.8251360258902749,0.6663381065906198,0.8724142029796785,0.8931192191203612,0.8951214670692371,0.8134097714049592,0.8838014116429445,0.856787393089954,0.885344600594037,0.8571627417724492,0.8991333807627276,0.8463710797105589,0.9043136896340518,0.8914884242400646,0.9087754399659609,0.8436627665875326,0.8140318707154905,0.7981021016282964,0.8875978388723497,0.8447302649423568,0.801646476527581,0.8949843366582507,0.8996009481915812,0.8233508653101865,0.8336790942284658,0.8584591841173304,0.8764955150834909,0.8059829944216971
0.719849829084431,0.8413766910029409,0.8845364472643645,0.910315079409165,0.897471814405338,0.9068032698929854,1.0,0.8435124360304659,0.9003376235350298,0.7845253759774469,0.8254787832783068,0.8545446187427874,0.855370471862607,0.8869466310547702,0.8392149993300391,0.8600544494150326,0.8783242385758177,0.8772119040954672,0.8668719196388176,0.8877137739309228,0.8999959635545395,0.8811865720625249,0.8646039832762138,0.7921961220432886,0.8689277252231234,0.7708333185642854,0.7534832385009544,0.81634181566835,0.775953026218418,0.7707939473190238,0.8157298062719516,0.6240119169432835,0.8187011215762238,0.8645555335250926,0.8561461406442734,0.7933677827386613,0.8336395656155493,0.8618618651486408,0.8886789856451169,0.8889639618734249,0.8750909881614369,0.7954307675569668,0.8428546364961896,0.8731575133468034,0.8718338880963044,0.8948853116983049,0.8663529342971361,0.90007795471603,0.8811525954985098,0.7815991024581074,0.8444112544925529,0.8190967706408467,0.806530008763025,0.7330584109836203,0.7934047076321693,0.8684479128324782,0.8561344549447547,0.8964172329306863,0.8763277574260776,0.8616153486319621,0.8598554274962499,0.9122592698878295,0.8016495152858004,0.8622446565933347,0.8164594635135197,0.8677358219981232,0.6692333807885842,0.8313743440448216,0.7619936301084813,0.6697006319344123,0.8211535344961989,0.8331030121402413,0.8142571495662733,0.7007971552935717,0.8718539429114186,0.89264880726604,0.8663818333767758,0.8383500474885222,0.8846020079798226,0.8196454338165747,0.8905203720929008,0.8718766999460681,0.8920883406159367,0.8605901019074317,0.905686072534471,0.8904537222198373,0.9020731189972021,0.8355028254799904,0.8298056466312194,0.7878355162538576,0.8661473357552035,0.8519111861581119,0.8052292504214035,0.887136618447529,0.8887902909691524,0.828051625614709,0.8599281798630105,0.8246072303853358,0.8836233574368352,0.8249634834218079
0.6746261439170291,0.7385785719519677,0.853175819055241,0.8329563861497787,0.8305872922448847,0.8250750426860272,0.8435124360304659,1.0,0.8537209645554942,0.7903810272328374,0.776628075323023,0.7719249030682432,0.8093423849165239,0.7933107448515939,0.7728522932578133,0.8042685402710652,0.8137463084739583,0.7967526093330585,0.7861845039293417,0.8174741823981985,0.7880649087832432,0.8060503687622037,0.7829286703291756,0.7877678528948064,0.8125286370690543,0.7437765194255478,0.7105780004619707,0.7516139858380724,0.7050406446401571,0.7330175759775394,0.7629060261234151,0.6169335598832975,0.794135436960127,0.7896782456395669,0.7680434437241369,0.7371624065302463,0.7888136087527463,0.7878634040635006,0.8166506358064916,0.8153643871869672,0.7908174347683388,0.7649759180323362,0.7760872353919857,0.7812556213080639,0.8146434744609617,0.8238283007778455,0.7670317261929178,0.8045852013801817,0.8092380531024594,0.7672059540322437,0.7642252647325091,0.7800781392834771,0.765941764426432,0.6917475635704003,0.7131171722338244,0.784863217192869,0.8217528467546116,0.8234049154107735,0.8124026899798553,0.7773205776851513,0.8144717493455137,0.8192778269909713,0.7698158748533919,0.8066255544561979,0.760917051600402,0.8056468765113286,0.6161208161998804,0.7714596032911559,0.6876358093303697,0.6690468608850774,0.790625366910141,0.7743352426748283,0.7776694211781594,0.5989245073071671,0.8230576247760631,0.8185194923073782,0.7806991420369265,0.7846157224134116,0.7880813995695392,0.7904908926135361,0.8104011917329079,0.8092683046051219,0.8159247230327509,0.8016609022648367,0.81333081099214,0.8223871440368445,0.8063123546424231,0.7858184403579183,0.7834503234438139,0.7555830522502269,0.7906592421869355,0.8158406130863864,0.7721705918944883,0.8348963997747617,0.8179070585268067,0.7669334004483077,0.8008949154429934,0.7544138792213848,0.7840962768777756,0.790093467243629
0.7318753347895867,0.8100642778957285,0.8837155311410727,0.9158640773384107,0.8958574874190249,0.8881185437209521,0.9003376235350298,0.8537209645554942,1.0,0.821020600421939,0.8492759828128688,0.8637596042405149,0.8611461367450486,0.8468733016072433,0.8428475088356471,0.873520078116194,0.8804961926911706,0.8864195968391607,0.8823828176358872,0.8883599027511565,0.8897523397883476,0.8948188259205846,0.8755039312894616,0.8218544165832044,0.8744785599482696,0.7930264071184221,0.7723276317378037,0.8160371912941099,0.7769610428047833,0.8142871137014489,0.8186981691740353,0.677783228140731,0.82556661534153,0.8648866690317781,0.8752075599516694,0.8114224550458379,0.8482952291012408,0.8746962227073509,0.900072076497231,0.9014530062270417,0.8996789897919364,0.8186965402280473,0.8625713833165014,0.8834087988586502,0.8802510962733217,0.8986188627583954,0.8794073711493327,0.912972115595911,0.888738383588686,0.8358777481540622,0.8411377065632295,0.8277153010859206,0.831711929447376,0.7545856186569918,0.8005459091037946,0.870203584770249,0.863269064353414,0.9010385310443962,0.8858921948271017,0.8801071396003259,0.8619432448996341,0.9154447446198805,0.8163788041825462,0.8815155697655478,0.8238455696174511,0.8814648404530111,0.6762670106224918,0.8370100217466823,0.7551231435169404,0.6938132341663299,0.8393796626835615,0.8558600125701079,0.8484936271928284,0.676470796074842,0.8940751142489833,0.9059609601638353,0.8847008496620198,0.826732530199011,0.8888527628906602,0.8472284606254187,0.8982897692112302,0.879368615872363,0.9127312343529216,0.8658362056037725,0.9041800178452067,0.8889284984523366,0.9064614314305081,0.8569186992772252,0.8368223711796168,0.8228903844225036,0.8791852775743382,0.8726604621349908,0.835155561145462,0.9027573660667354,0.897248653495514,0.8350231623209514,0.8492349075252696,0.8426647484982678,0.8903677683232809,0.8487562091093471
0.662782337748956,0.7958812735035359,0.8538570941392502,0.8518002081250808,0.8173237166069754,0.7706311261241392,0.7845253759774469,0.7903810272328374,0.821020600421939,1.0,0.8328538555279975,0.8109090867925729,0.8429356032236838,0.8188227516467733,0.8359944590011523,0.8471966631536803,0.8405976524339703,0.8339308226610452,0.8394983521178032,0.8593264777413457,0.8364032800865848,0.8374286317722549,0.8374831023740443,0.8301624516985201,0.8496936558583119,0.7880959293938168,0.731624509869638,0.777328857036708,0.7343862363276358,0.817476550904618,0.7882450339826913,0.6843718865711764,0.8456187372673679,0.8434361812022014,0.8151383899091791,0.781074897081457,0.8341881921650247,0.8194816508384131,0.869890276898416,0.8463764607583406,0.8350247881544662,0.7998211010051941,0.8094519234665494,0.8085477489676124,0.8541439733772082,0.8534038628665522,0.8206477625770919,0.8398724703021067,0.8221399163314947,0.8481172040635836,0.8115300641959395,0.8217374128124741,0.8015548353283084,0.7532930466033024,0.7966604529886632,0.8308794097555693,0.8524208823041141,0.8460161747646374,0.8154868201073716,0.8240593886363353,0.8217483334423688,0.8536863329656637,0.8255513603359499,0.8470594468505439,0.8057604973572695,0.8452643257050977,0.6420848625677812,0.825578282163341,0.7041622376549129,0.7106546083653446,0.8440038771985073,0.8098154122188891,0.7995401210546115,0.6285762660498637,0.8348608873461336,0.8269698160764541,0.8028257841552312,0.8353741089778843,0.8346621862058858,0.8506703831520743,0.8478593304856118,0.8475517836296952,0.8526125445213757,0.8449570854347864,0.8574693230926134,0.8526596000752948,0.8469229971396414,0.8295794920546001,0.8246276962345251,0.8060688506662673,0.8236603280018094,0.8836966400230563,0.8445432310824126,0.8886899028674826,0.8528931643501122,0.802527973537625,0.8448184004606251,0.7555177100177017,0.827548392266486,0.8408929172966148
