Provider Id,Provider State,DRG Charges 039,DRG Charges 057,DRG Charges 064,DRG Charges 065,DRG Charges 066,DRG Charges 069,DRG Charges 092,DRG Charges 100,DRG Charges 101,DRG Charges 166,DRG Charges 175,DRG Charges 176,DRG Charges 177,DRG Charges 178,DRG Charges 180,DRG Charges 189,DRG Charges 190,DRG Charges 191,DRG Charges 192,DRG Charges 193,DRG Charges 194,DRG Charges 195,DRG Charges 202,DRG Charges 207,DRG Charges 208,DRG Charges 242,DRG Charges 243,DRG Charges 246,DRG Charges 247,DRG Charges 252,DRG Charges 253,DRG Charges 269,DRG Charges 270,DRG Charges 280,DRG Charges 281,DRG Charges 282,DRG Charges 286,DRG Charges 287,DRG Charges 291,DRG Charges 292,DRG Charges 293,DRG Charges 299,DRG Charges 300,DRG Charges 305,DRG Charges 308,DRG Charges 309,DRG Charges 310,DRG Charges 312,DRG Charges 313,DRG Charges 314,DRG Charges 315,DRG Charges 329,DRG Charges 330,DRG Charges 331,DRG Charges 371,DRG Charges 372,DRG Charges 377,DRG Charges 378,DRG Charges 389,DRG Charges 390,DRG Charges 391,DRG Charges 392,DRG Charges 393,DRG Charges 394,DRG Charges 418,DRG Charges 439,DRG Charges 460,DRG Charges 469,DRG Charges 470,DRG Charges 473,DRG Charges 480,DRG Charges 481,DRG Charges 482,DRG Charges 483,DRG Charges 536,DRG Charges 552,DRG Charges 563,DRG Charges 602,DRG Charges 603,DRG Charges 637,DRG Charges 638,DRG Charges 640,DRG Charges 641,DRG Charges 682,DRG Charges 683,DRG Charges 689,DRG Charges 690,DRG Charges 698,DRG Charges 699,DRG Charges 811,DRG Charges 812,DRG Charges 853,DRG Charges 870,DRG Charges 871,DRG Charges 872,DRG Charges 897,DRG Charges 917,DRG Charges 918,DRG Charges 948,DRG Charges 981
50002,CA,,,99740.33,67912.78,,,,,,,,,126029.46,110810.15,,108085.69,90977.96,90445.19,67251.92,127297.62,80196.03,,84714.69,,131938.58,,,196867.64,159699.33,,,,,105383.71,72278.38,67529.67,175619.73,115679.71,106802.59,71026.28,,,,,74247.59,66553.5,39654.85,50965.85,,,,,,,,,113025.44,76937.66,,,,56999.43,132598.5,,,,,,123435.65,,,,,,,,,,64519.6,,,100363.0,47813.17,110506.43,79616.4,98073.5,57888.09,,,,57076.76,247006.47,272439.76,116805.25,73166.56,,,,,
50006,CA,70329.89,,75335.37,48870.39,,,,,,,,,89573.75,46693.36,76675.83,68261.85,57639.0,43255.73,,51730.91,47663.27,,,,155050.21,109709.47,79178.43,144055.95,89063.67,160853.76,152576.82,,262114.47,78090.03,50497.63,49832.27,,50570.04,65908.94,57563.55,30700.58,,,,60766.71,35514.31,28389.05,39684.84,35770.59,78601.0,43230.91,267089.64,132037.21,,,,89141.1,49649.27,50280.08,,107636.29,42124.63,,51215.09,,,239005.73,,112386.16,,145738.71,116427.0,,109978.13,,,,65349.36,45083.82,,,42014.54,,82085.63,57378.3,55229.04,40333.56,,,,47952.38,259952.45,,88770.05,59786.98,,76524.0,,,
50007,CA,,,85271.31,62564.6,,52434.0,43890.29,,35653.91,,58149.6,,60490.5,,,53264.18,53833.55,,,58646.42,43257.2,,52901.82,,109175.45,,93176.86,219561.08,126736.45,170629.55,,,242739.31,63082.95,51481.73,,107549.26,59174.77,62406.83,36563.86,,,,,79072.71,34994.88,27668.68,44135.37,,,,206930.06,106808.65,84422.67,,,77864.18,38400.34,37901.05,32081.31,,36368.09,,40922.05,,,,,86751.71,,,87146.78,76392.45,101049.07,30457.48,45442.41,37262.38,,32375.74,,,56885.1,36678.0,87051.68,43231.44,60519.25,37301.0,76623.44,,,,203712.04,,72633.5,46609.79,,57103.08,47882.64,,
50008,CA,,53803.79,122245.56,72562.14,51845.06,41559.69,,,,,,,,,,,71194.0,,,64506.64,48877.91,,,,,,,,,,,,,,,,,,50389.17,,,,,,,,,,,,,,,,,,,48688.73,,,,,,,,,156014.93,,,,,,,,,,,,28424.68,,,47810.17,,,45767.07,,44332.44,,,,,198613.73,,106048.38,47614.33,,,,,
50009,CA,,,143087.12,70072.66,54961.1,49608.84,,103226.08,55278.64,,149953.54,,96191.74,71597.57,,107406.82,72469.62,,,59236.39,50939.55,,,,200301.07,153753.7,,211516.84,137637.14,,,,,103630.95,,61247.0,182043.28,83480.27,85273.18,55492.32,,,,,66270.76,54270.17,40124.35,52914.86,,90898.65,,258263.25,176570.45,,,,86846.77,66556.25,52107.0,33460.55,82930.71,55905.46,69031.82,47594.31,144020.18,,203471.16,,116416.95,,,121676.46,,,,51689.93,,,54133.88,75451.68,45514.08,64297.5,46655.6,95982.45,59998.15,64472.82,49594.47,95477.18,53705.07,,47475.0,315868.7,454070.18,125036.55,59483.8,,97439.06,,,
50013,CA,161443.07,,,,,,,,,156999.38,,,,,,66199.19,59910.67,,,71038.72,33369.2,,,,183804.05,,94951.5,179914.35,99226.48,164030.72,237233.71,262110.77,,90631.5,43507.93,43645.86,104864.44,65501.0,103942.62,60156.53,,,,,81497.5,44691.66,24640.47,34365.8,29828.46,103078.6,,502113.73,226007.5,,,,85521.82,44260.95,39846.31,,,49174.67,,,,,211430.71,,149588.48,,,137832.2,,,,,,,36960.57,,,67792.0,31913.6,107675.2,51255.67,52992.09,50946.36,139550.45,,,,383292.55,,103808.6,47535.67,29305.89,72043.5,,,
50014,CA,,,75910.64,44002.82,,,,,,,,,,,,43603.43,44360.0,34586.43,,48302.58,40955.44,36160.73,,,,,,,,,,,,,,,,,53500.53,44271.21,,,,,,38372.0,28808.13,32027.0,,,,,,,,,,49840.74,,30275.91,,36829.25,,,,,,,85356.27,,,74265.93,,,,,,,35481.33,,,,,50296.17,27159.07,,28337.17,,,,,131354.79,,64574.6,43760.82,,,,,
50017,CA,80331.86,,134411.09,75554.93,,,,,55681.62,,,,94834.64,,,68609.13,65900.57,47809.77,,60191.92,60105.16,,,,140451.79,175841.45,96432.68,192976.74,126680.5,,,,,96299.7,70357.03,,117289.28,92986.25,68299.76,48801.75,42797.87,83860.0,53447.57,,77728.38,46836.42,42360.35,53752.13,66035.47,112320.74,,270658.57,147139.43,106860.54,,50337.45,73232.93,59912.66,56726.16,,68211.32,52639.97,,42780.86,,,241611.47,,95162.17,164533.75,,111984.3,,151526.61,,,,,46651.11,90749.53,,67564.32,43773.95,61580.62,49792.28,54296.57,50996.71,77782.52,,,45986.74,260867.0,,98999.5,52532.24,,75216.21,,,236918.56
50018,CA,,,,,,,,,,,,,,,,,82052.0,,,,52997.0,,,,,,,,,,,,,,,,,,50481.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104215.48,,,,,,
50022,CA,123841.73,59788.47,154515.98,101240.06,,72465.78,,139800.92,71898.78,239829.44,,,138003.85,,,148479.39,104616.46,67840.19,65086.27,101286.93,80376.74,45535.42,,,299072.95,,,305592.2,202571.45,158827.34,,,267919.12,140163.85,82922.32,73505.82,170353.17,113550.02,111080.63,81677.14,47719.77,87467.58,57952.53,,94624.97,70723.53,47020.94,67928.0,63123.11,198179.06,,341840.4,179427.04,,102072.45,,110968.55,67419.89,70551.24,,68936.16,61342.34,116646.85,79753.93,,71746.29,230349.24,190774.27,127058.13,,,154995.04,121886.15,,57589.91,69700.59,52577.86,113141.38,59803.28,110502.09,69560.4,66022.65,50442.27,147488.25,69154.73,94026.55,52290.33,154607.62,53124.27,,60208.22,379804.79,593354.27,164317.52,78631.2,76079.18,,,58806.91,288773.71
50024,CA,,,30327.92,,,21039.67,,,,,,,,,,35912.63,28129.0,27439.77,,33209.23,,,,,78387.0,,,,,,,,,63921.16,,,,,31314.68,25549.32,,,,,20391.18,,,,15351.96,,,,,,,,32318.64,23352.85,,,,16849.42,,,,,,,81801.12,,,,,,,,,,24621.32,21724.36,,19608.43,19346.31,36416.41,21403.57,,22976.0,,,,,121907.92,181999.81,48102.92,24349.66,,24373.82,,,
50025,CA,,52277.0,92097.14,44784.38,,33576.36,40513.75,89332.47,31493.47,148125.48,,35379.08,96237.94,40609.14,55075.55,54734.75,48562.32,34407.73,,47138.73,31186.76,23164.14,55504.09,,118577.57,113145.88,81719.77,106615.11,68674.89,181011.27,87732.67,130489.2,237127.63,74712.93,42660.45,,89666.81,43862.26,59953.17,35964.26,27749.23,50366.58,34351.27,,46587.84,33093.12,18476.09,40139.68,20821.58,73640.23,45856.56,215518.26,90864.67,81598.71,46548.64,33372.65,72358.93,42526.27,32867.58,29264.19,51038.07,32060.19,91499.23,41799.52,,32171.4,148404.81,136842.53,64792.39,,156917.38,81769.17,,106754.29,34594.0,45749.53,,34400.0,31404.45,50154.2,25637.84,42530.03,40856.69,72602.38,33884.49,36501.55,26383.6,52835.34,45298.64,50564.2,42912.53,286107.81,207386.15,78070.04,41329.11,38553.77,52543.06,38433.8,32293.06,165900.31
50026,CA,72509.29,67939.76,116459.72,59357.99,50397.92,44317.18,43550.53,87422.75,49295.86,287897.45,82842.83,51156.11,105988.05,52781.5,95576.13,78617.18,63083.25,40763.14,35476.61,69684.62,52095.69,46772.5,49509.14,340179.38,150703.12,176956.05,111396.15,203381.96,143521.04,248778.29,171572.57,,342067.83,76260.35,,,109221.81,74743.2,67865.34,43054.07,36733.64,53758.11,63577.68,40454.73,58080.23,46491.28,36244.12,46158.78,37788.92,103269.86,,284550.2,147539.42,115087.14,84911.25,45512.89,96923.37,53348.2,45844.27,40062.81,71162.57,44821.51,89857.65,49230.71,94232.44,57532.85,190154.81,177393.73,96550.57,126219.63,122397.27,98354.31,82114.67,91183.41,33128.37,41577.41,39181.31,56850.96,39336.12,68196.03,45587.2,51950.49,39519.37,78015.15,46136.96,55948.03,41516.3,80887.9,43643.48,81747.82,45661.49,276547.83,283610.48,100498.97,51764.86,40257.8,78359.06,53055.28,37780.56,234574.55
50028,CA,,,,,,,,,,,,,,,,,36461.26,41410.5,,46080.67,35021.0,,,,,,,,,,,,,,,,,,40395.25,,,,,,,,,,,,,,,,,,,,,,,26162.58,,,,,,,,,,,,,,,,,29169.5,,,,,,,,42952.76,,,,,,,58062.69,35816.0,,,,,
50030,CA,,,36849.42,,,25531.82,,24825.45,20184.84,,,,34668.8,,,36597.29,24602.86,19194.23,,,,,,,56975.64,,,,,,,,,34288.33,,,,,28484.36,,,31830.25,25182.0,18651.35,29671.03,21035.68,17239.93,20965.64,20866.43,42672.06,,111085.88,,,,,40053.56,26300.19,24458.62,,26366.32,21876.32,29048.47,25513.0,42918.43,,,67410.46,43789.4,,64665.0,,,49622.23,,19418.54,17119.33,,20438.36,24015.62,16807.88,24076.68,17622.28,28597.86,28184.42,,,40087.24,19267.38,,31752.45,95911.02,138800.05,38634.27,23127.88,17587.0,25031.25,18999.77,21384.88,
50036,CA,74967.92,,84426.97,58082.36,45444.32,,43417.64,,47370.39,157827.47,,38894.28,147241.63,66589.5,,59372.52,55871.0,43861.04,36844.1,60992.91,47909.79,38411.62,28942.89,,148599.0,,,133589.29,91793.45,136120.43,136716.2,,208700.0,80445.88,50855.46,32640.83,93157.0,56143.33,61924.94,43289.33,33757.78,,,,50888.25,37788.95,26317.93,37711.22,35496.33,75895.83,,324665.7,91711.33,81436.38,,,84909.59,46772.24,44900.08,38556.0,,42961.06,,,,,153605.39,,81372.02,,,71151.82,58923.83,84379.39,,37047.67,,,36484.31,48100.36,34790.97,49608.51,33666.92,57758.57,45345.55,50449.71,38900.15,,,44272.27,48018.33,278265.94,309577.83,108460.83,49670.91,,63384.87,,40123.45,165067.5
50038,CA,,,145552.73,66767.77,,,,,,,,,216305.12,,,123771.94,92510.29,57879.4,,79041.47,63170.65,,86298.82,413650.55,101123.27,,,,,173333.75,,,,96831.85,,,106651.36,,80141.22,60991.57,40532.92,77336.91,,,88494.94,65126.29,,,,143441.08,,,,,,,,48036.77,,,49113.18,44919.31,,,,,,,,,,89511.06,,,,49853.31,,,48169.38,,47963.23,64428.7,44131.39,70863.82,53796.31,,53354.32,74278.21,49188.79,,,301180.25,315485.7,108290.95,63931.05,,62180.07,,,
50039,CA,78418.69,58373.47,95917.56,57339.54,46984.57,44009.47,47394.67,90258.17,60928.14,169059.05,103323.43,65690.25,108644.13,61105.43,88685.57,91200.79,61300.71,52371.08,36808.44,74351.54,43868.42,35961.4,33930.4,,156789.09,178445.0,147374.71,246978.87,140076.38,180042.0,134709.82,138907.12,323024.95,115238.0,77355.19,67071.0,158399.65,101172.9,75244.8,50784.02,38255.39,67344.5,47086.42,55109.5,90300.64,55739.37,39683.12,49311.3,42285.32,85771.42,,239605.0,147726.21,105342.14,79007.86,43264.87,106381.69,53473.12,43788.2,27479.32,59709.47,42967.69,69866.12,47109.84,82501.47,40680.93,250695.41,131209.74,82563.56,97515.18,120261.38,114181.62,,94428.12,38618.4,46214.85,40990.33,61402.7,38033.71,67042.83,48237.68,61440.61,37075.46,70333.54,47327.19,55346.18,45895.65,82815.7,40241.25,72683.18,26512.12,285558.68,,108488.09,53649.09,42566.52,62200.63,25654.41,35600.12,248355.94
50040,CA,,,,,,,,,,,,,,,,58949.21,,,,,57106.25,,,,,,,,,,,,,,,,,,78179.57,58923.61,,,,,,,,,,,,,,,,,,61235.91,,,,,,,,,,,,,,,,,,,,,37310.5,,40221.0,,,,39081.25,,70188.7,,,,,,,105673.2,63078.85,,,,,
50042,CA,,,43123.09,50040.33,,,,,,,,,,,,54928.25,42910.13,,,54157.73,42505.79,,,,,,,,,,,,,,,,,,55473.47,35336.83,,,,,,35941.92,,,,,,,99481.82,,,,,43281.52,39775.21,32465.38,,37269.25,,,,,,,93954.43,,,90952.29,,,,,,,39837.45,,,,38423.55,44202.24,32772.18,38351.71,,,,,39272.67,131102.46,,59743.11,39295.79,,52076.69,,,
50043,CA,,44859.43,76754.7,49835.43,43450.78,38291.6,38849.42,79401.56,42106.64,,,48141.24,78674.17,,,65446.13,54303.9,37867.91,,63474.28,35073.35,,45608.53,,128452.25,167254.48,108685.82,155251.38,116019.2,154227.28,,,276968.0,86084.86,50295.44,,128894.37,59922.63,62791.8,42257.94,,,,,68689.32,37078.67,34624.5,32881.43,41289.76,113202.38,,274983.0,124651.61,97073.67,,,68871.36,37034.96,49299.36,31791.73,60354.9,47109.93,94739.71,46073.0,75513.62,,,126899.38,92387.81,,,94130.46,,95112.29,34524.5,37071.35,40247.75,,36517.86,79466.58,39565.13,49442.58,33175.87,58507.26,39533.12,46627.48,39111.89,54795.33,39124.61,72970.74,51225.6,225090.15,351709.5,74561.76,46488.02,47086.42,57893.0,33744.91,,
50045,CA,,,57692.8,43129.36,,,,,,,,,59562.74,,,43509.8,47780.89,,,57865.18,36205.92,26746.42,,,107447.95,,,,,,,,,45371.55,28636.64,,,,44594.71,32286.24,,,,,39245.7,31825.67,,,,,,,,,,,50855.29,36837.5,38172.45,26141.46,54551.09,39166.62,,31873.57,,41745.15,,,57573.29,,,64311.92,,,,,,,31345.58,,38571.82,65892.35,28987.76,70007.2,37125.69,41080.92,36530.88,,,,,124776.56,,66029.15,36859.22,,,,,
50047,CA,,75783.62,116059.84,61275.38,48625.44,,45649.45,76039.47,50615.68,,,,107226.64,56056.75,110298.82,82248.03,80173.2,47836.5,,76571.1,39372.82,,44037.46,,167591.31,,,224802.83,123445.14,184139.45,136111.0,,232324.74,88126.31,62840.68,,184542.91,75166.61,72625.89,49000.63,,,51316.86,,74316.93,48310.45,29748.35,39069.47,,131850.5,,252831.68,125083.71,79631.22,,48417.0,93909.63,55125.83,36963.57,34759.87,81607.36,41517.96,124958.92,53365.65,98174.71,43553.25,164562.4,167381.4,79780.29,,119516.92,91842.59,,95472.68,34769.12,34217.17,51130.58,57207.73,32138.31,,44940.0,54934.0,37908.07,67875.21,51418.02,59816.95,39056.84,94208.52,56817.58,,29063.38,301470.0,411134.72,98076.51,52375.52,33497.79,104312.58,,43226.48,245834.33
50054,CA,,,,,,,,,,,,,,,,49411.38,46058.38,38916.71,,40225.71,37268.82,26794.67,,,,,,,,,,,,,,,,,40471.61,33306.95,,,,,,,,,,,,,,,,,,,27687.42,22468.33,,31723.09,,,,,,,53678.35,,,,,,,,,,33637.46,,,21822.65,27408.46,47995.13,33532.38,,29070.17,,,,,,128413.18,59639.81,39012.72,,,,,
50055,CA,,,,,,,,,,,,,,,,63590.77,51393.85,46154.09,,63939.36,41100.56,,,,,,,,,,,,,,,,,,65415.49,46954.09,,,,,,45754.68,,,,,,,,,,,,40725.67,,,,35064.33,,,,,,,,,,,,,,,,,38866.91,,,,101739.67,47211.09,58170.08,70079.69,40631.17,,,,,,,75554.78,51381.6,,,,,
50056,CA,,,62942.72,41085.2,32064.44,26396.5,28956.33,,37420.0,187796.59,95156.75,42010.82,112337.91,,,92382.16,79985.12,53355.92,38744.0,70723.7,41451.43,,,295670.0,115697.62,,,183775.53,110424.09,92899.82,,,,59143.14,45441.06,34406.71,,,72820.73,43938.28,,,44526.73,,38028.89,41418.7,,30330.07,29359.36,72066.69,,241883.48,137075.82,,,65072.0,66168.78,46427.55,46789.19,20805.62,68665.0,37768.52,53342.55,42338.0,65663.45,,256660.88,,87258.77,184670.74,,84924.16,70335.85,,,36376.91,,,45619.53,43084.28,38112.62,44218.12,26986.17,69721.73,45041.31,50520.48,38989.45,81376.93,,,50136.4,291390.28,309127.0,87064.85,46122.6,,79984.07,26085.25,27331.0,
50057,CA,32965.22,33161.29,58133.76,34415.67,32194.41,33578.71,24977.45,38538.41,22076.87,87785.0,42843.2,36922.89,39868.0,29597.23,49419.57,40905.63,39569.48,26250.67,21267.29,38706.53,27946.81,21762.69,26936.95,235969.17,69907.82,95796.82,81459.27,126446.69,87524.59,122491.12,72289.08,122056.5,162061.33,59366.33,31718.28,27967.56,62550.9,38127.91,39451.66,25810.28,17995.78,49979.57,26932.17,25641.23,36577.07,25635.08,20640.94,29220.78,20934.53,61403.36,29847.18,155896.58,72028.1,53061.08,50016.54,29529.37,51280.18,28249.72,32174.55,19649.69,33054.03,22307.32,46606.17,29242.39,47994.14,30650.95,97628.46,83076.09,52226.8,54381.58,92663.8,60006.55,46169.12,55944.58,24369.0,26616.73,29291.92,45553.68,24299.08,31062.3,26560.48,39951.06,22195.47,51168.47,27888.71,27852.23,21621.11,59922.26,24402.1,30987.42,22385.55,162267.9,196764.94,52870.65,29779.89,21277.07,33473.78,,30744.36,120739.76
50058,CA,,,126115.82,51158.11,,,,,39849.15,,,,105725.92,96362.64,,90589.25,68848.94,64556.73,40902.75,62674.82,54657.17,34566.65,,,177736.71,,,,120009.7,157643.75,,,398785.18,120580.69,55270.08,,137712.71,45584.06,66751.22,41955.5,37146.0,,,,58436.71,39343.85,31540.58,44096.94,38254.82,,,,98733.47,,,,88108.2,50355.71,,,,38183.61,,,,,,,86672.59,,,96223.47,,,,59002.27,,,49922.79,,,,52042.59,97211.19,64899.66,50985.84,43345.19,,,,,251676.32,373354.2,110683.8,58492.14,,,,,
50060,CA,36276.47,47014.47,104795.92,69125.22,54981.86,45580.62,67082.43,94066.86,47174.0,137661.53,,56078.77,81341.63,69276.88,,62373.17,53743.69,45787.86,36109.5,75561.06,48442.62,41378.0,49502.95,216733.69,107812.65,173162.4,90655.56,148178.04,106649.54,122163.6,86780.25,121227.05,196261.25,94841.72,55483.97,48862.22,113215.0,65964.66,57106.98,49613.3,34086.0,55093.86,47798.06,41378.79,66545.56,37407.03,40172.44,49539.73,44261.25,109465.36,66826.0,173454.25,121223.38,75096.76,,48434.29,66023.0,64908.37,44448.57,40191.11,54719.7,46347.58,69059.11,63274.22,,41215.38,136361.14,,98269.53,85005.74,165259.7,105943.3,68781.92,,59822.46,52080.34,,59534.61,39961.6,60902.62,42887.9,55048.8,45383.11,70484.45,49693.61,47994.13,45068.31,91715.86,41197.0,,73406.13,358681.46,248614.49,88129.48,51140.66,41036.68,67754.41,41415.81,52885.88,210669.5
50063,CA,,,65784.81,35585.33,37646.33,,,,39844.5,,,,61565.35,,,48927.79,36653.07,32354.16,30237.0,52734.32,33962.9,,,223614.42,98446.53,,,163641.0,116631.91,104052.78,,,195826.93,63104.29,46017.38,,99240.36,60872.4,56200.21,34311.74,,,28951.0,25049.27,43829.71,33776.74,28574.06,26446.21,23432.03,98655.0,,,,,,,70335.92,40602.97,,,,34070.76,,31408.21,,38575.55,,,89016.69,,,83766.39,,,,44307.14,,,32391.92,,28003.87,43456.44,26256.79,45832.83,31522.32,30297.36,24657.41,,,,46782.92,205373.05,184596.18,79816.6,39815.12,,,,,
50067,CA,,,,,,,,,,,,,,,,,60798.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40996.64,,,,,,,,31025.91,,,,,,,49415.38,46277.69,,,,,
50069,CA,49224.85,,82048.51,45291.55,35734.0,50368.91,,,33239.09,,,38627.07,,,87638.33,67371.78,65701.26,42811.61,,66033.5,43070.52,,,,107955.95,,120154.23,147323.68,121578.13,123911.21,120884.63,109438.67,,77782.03,54024.23,,87559.07,60452.69,54725.91,39658.4,,,,,49153.24,37987.13,,,,91648.71,,219261.88,102154.56,70839.9,,,89770.61,39444.81,37374.62,25976.76,51926.77,43864.45,55954.27,47862.38,,47978.44,135580.21,120802.85,86491.18,85343.74,89211.5,80744.84,,,,52455.89,,68244.5,37981.39,,49217.21,37841.79,36077.62,83828.5,41729.0,45100.8,37853.76,89193.82,47226.16,,49898.09,262505.93,341147.45,78848.87,46572.38,,,,,283624.94
50070,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45881.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46682.83,,,,,,,,,,,,,,,,,,,,,,,,,58633.45,40094.33,,,,,
50071,CA,,,,,,,,,,,,,,,,52757.73,,,,,,,,,,,,92519.93,57591.0,,,,,,,,,27205.64,44698.11,34365.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46808.19,,,,,,,,,,,,,,,,,,,,,,,,,61351.84,34776.25,,,,,
50072,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68197.74,41594.79,,,,,
50073,CA,,,57095.0,37038.29,,,,,,,,,,,,41474.68,,,,,,,,,,,,,63149.54,,,,,42574.95,27883.17,,,,44126.95,,,,,,,,,,,,,,,,,,,40294.26,,,,,,,,,,,59260.48,,,,,,,,,,,,,,,,44886.67,,,,,,,,,60474.92,43353.17,,,,,
50075,CA,,,69800.96,36924.7,,,,,,,,,,,,64682.17,44947.41,44653.0,,56747.87,,,,,96615.92,,,,,,,,,38208.4,22723.6,30597.6,,,74662.77,38014.32,,,,,,36701.33,,,,,,,,,,,37780.92,43606.0,,,,,,,,,,,,,,,,,,,,,36284.65,,26820.5,58635.43,29362.62,64250.77,,,50893.91,57938.85,,,,223276.67,,69821.99,36335.0,,,,,
50076,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,92616.17,56627.43,,,,,,,,,,,46059.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54227.73,,,,,,,,,,,,,,,,,,,,,,,,,51275.52,46275.2,,,,,
50077,CA,,74318.35,123926.93,62398.74,,41709.06,51949.28,73833.67,51659.62,203294.88,,,109924.78,81547.73,139519.5,72170.0,83978.55,52057.54,,70966.95,50439.96,35322.25,66774.54,332071.38,138823.93,217405.81,,137474.5,92971.43,199234.14,153919.34,,300706.8,119436.79,45460.69,,97564.73,63733.38,77515.55,48147.21,36283.27,,56007.8,37549.85,94136.18,42054.74,29882.0,38780.96,29316.63,113911.75,,637690.0,156031.79,115397.0,93971.06,64291.27,78824.15,46813.49,61539.3,,50084.12,43645.59,145435.4,41923.29,106419.33,49988.94,217539.17,158276.53,123319.35,,158412.0,111874.29,98064.0,150795.71,34537.11,45233.04,35020.48,67532.82,37931.2,75429.81,45761.73,68069.85,44426.26,77876.91,42342.27,52001.0,39171.15,59532.17,41522.83,73480.75,41900.58,403593.89,293344.27,109600.11,59398.43,49613.71,63238.06,,39026.24,227107.62
50078,CA,,,87612.27,56696.8,,,,,,,,,95347.78,,,,70664.35,37981.73,,,41902.43,,,,,,,,,,,,,,,,,,66472.55,45796.39,,,,,,,,,,,,,,,,,,37643.25,,,,44081.85,,,,,,,102857.37,,,,,,,,,,27178.59,,,,39362.15,71155.23,47423.0,58494.92,36438.6,,,,,180641.21,,91184.28,41468.58,23811.47,,,,
50082,CA,84434.59,,86826.82,55122.17,,47840.83,,113227.32,41192.71,155576.94,,,82423.19,,,68348.04,66964.25,48098.5,,64661.68,48606.29,,50015.44,,114548.08,124724.0,108736.67,106454.8,89485.92,151704.65,,,196665.45,84044.0,56491.33,,92647.12,46636.28,59988.15,47819.49,,,,,58551.77,42559.82,29051.0,40913.55,37996.6,76169.0,,215120.75,122721.85,110505.54,70877.25,41948.77,88309.4,52071.73,36181.05,31870.12,58417.27,42453.57,104388.62,45094.12,,40430.93,,,120897.25,,122177.43,101345.53,78265.86,,,46574.53,,64322.0,35122.69,52313.26,45702.25,57188.1,42421.2,67574.72,44457.4,48822.62,33882.03,68202.78,,,43045.58,225667.02,,88326.59,47699.82,,65122.81,,,222549.07
50084,CA,88398.0,,111369.32,96251.93,94211.06,78611.92,,109375.33,69738.36,,,,107466.88,,117210.17,78542.15,76127.36,60994.24,48170.27,74376.94,63340.9,46192.0,,,161069.12,164282.74,144589.8,219392.79,122018.04,172034.82,141423.59,169827.31,306159.88,126641.83,87502.32,69599.42,123556.96,87042.2,90895.54,65712.73,58144.83,,,65439.21,80053.55,62657.12,54913.72,62482.95,57159.2,126962.14,,348777.21,164860.5,120512.9,,,106035.0,78565.92,58319.91,48331.57,130993.82,62155.65,,79625.15,,60904.23,,192885.5,121175.93,,136476.9,129827.15,100637.0,122209.0,,,,60514.07,51624.85,75929.84,56970.69,70327.0,60151.17,84713.19,73148.02,64532.82,59128.6,95745.12,,86936.33,56581.86,344750.63,370822.7,114276.42,77725.81,,135239.23,,60846.18,171825.07
50089,CA,,,,,,,,,,,,,,,,62235.31,55893.29,40447.14,,61428.58,,,,,,,,,,,,,,,,,,,70769.83,,,,,,,,,,33176.13,,,,,,,,,,,,,54298.42,,,,,,,,,,,,,,,,,,,,78661.67,,71531.25,33674.93,,,,,,48453.43,,356401.54,83663.54,39917.5,,,,,
50090,CA,,,,60058.38,,,,,,,,,,,,65011.71,,,,58726.69,,,,,,,,,,,,,,,,,,,56328.17,48452.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91978.27,,,,,,,,,,,,,,,,,,46909.12,,,,,,,74163.93,40613.0,,,,,
50091,CA,,,,,,,,,,,,,,,,76228.5,83809.79,,,,,,,,,,,,,,,,,77732.93,,,,,73010.05,,,,,,,,,,30337.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53417.73,,,,,,,,,,,,84207.13,52500.73,,,,,
