DRG Charges 190,Provider State
57157.85,CA
49758.43,CA
,CA
83923.9,CA
111944.87,CA
,CA
162182.0,CA
,CA
57107.37,CA
21673.62,CA
,CA
27237.9,CA
,CA
,CA
,CA
,CA
45226.59,CA
,CA
71132.04,CA
71239.84,CA
119806.9,CA
119388.36,CA
82269.68,CA
45349.66,CA
48863.85,CA
79396.92,CA
,CA
,CA
,CA
,CA
,CA
,CA
35856.91,CA
38728.08,CA
,CA
,CA
66313.22,CA
36972.29,CA
39400.1,CA
,CA
,CA
,CA
,CA
57731.15,CA
64637.03,CA
62483.42,CA
45841.55,CA
55220.89,CA
,CA
,CA
104228.89,CA
,CA
50502.15,CA
,CA
33042.23,GA
22857.85,GA
29693.62,GA
46105.77,GA
23860.37,GA
31485.8,GA
52256.69,GA
37227.88,GA
26341.4,GA
22652.54,GA
21200.65,GA
18811.85,GA
46080.85,GA
31060.35,GA
25719.44,GA
13781.09,GA
16950.15,GA
26072.6,GA
32303.28,GA
58921.76,GA
47728.4,GA
19329.15,GA
45255.48,GA
45195.9,GA
20959.41,GA
29407.83,GA
31209.17,GA
21778.44,GA
16793.33,GA
34312.0,GA
35978.38,GA
20427.0,GA
26330.32,GA
42348.29,GA
30716.35,GA
16868.28,GA
34064.41,GA
27017.26,GA
19913.72,GA
18304.0,GA
21824.08,GA
28376.91,GA
42934.41,GA
24199.12,GA
33314.4,GA
37364.71,GA
24969.3,GA
37607.11,GA
,GA
36231.74,GA
25052.24,GA
28109.62,GA
19560.12,GA
30476.92,GA
,GA
16612.15,GA
30275.01,GA
33550.48,GA
30806.0,GA
,GA
,GA
66895.6,GA
,GA
28184.19,GA
29260.47,GA
54679.73,GA
30414.34,GA
19456.15,GA
33915.26,GA
13716.0,GA
25281.5,GA
44376.84,GA
19556.77,GA
19747.88,GA
15968.09,GA
46993.16,GA
41916.76,GA
,GA
40142.12,GA
52100.2,GA
40205.16,GA
,GA
40443.6,GA
33789.32,GA
40708.55,GA
,GA
81758.29,GA
,GA
31241.55,GA
,GA
30661.34,GA
29980.27,GA
26074.57,GA
38589.19,GA
27536.67,GA
,GA
22414.0,GA
17181.09,IN
30806.05,IN
32410.74,IN
21260.2,IN
28517.44,IN
29469.43,IN
28086.41,IN
25298.38,IN
29240.3,IN
14417.52,IN
30463.83,IN
29128.93,IN
47551.75,IN
21695.12,IN
27829.34,IN
20852.88,IN
24284.36,IN
37152.11,IN
30446.18,IN
19905.34,IN
26863.67,IN
55295.39,IN
19312.33,IN
27580.24,IN
22115.31,IN
28097.09,IN
36290.16,IN
60492.38,IN
19249.03,IN
33295.38,IN
37707.35,IN
26495.2,IN
34880.12,IN
21318.17,IN
16696.08,IN
20233.0,IN
13961.48,IN
25789.61,IN
18935.27,IN
29468.78,IN
39271.44,IN
14997.28,IN
24564.68,IN
30978.72,IN
17058.97,IN
37156.94,IN
41365.79,IN
34049.14,IN
23760.05,IN
23818.78,IN
22628.87,IN
21388.89,IN
24607.19,IN
26054.81,IN
29330.24,IN
18083.51,IN
14551.24,IN
15777.9,IN
28934.71,IN
25419.65,IN
27921.55,IN
50686.27,IN
22919.73,IN
54293.0,IN
,IN
27857.55,IN
33003.29,IN
,IN
36515.07,IN
35901.06,IN
36566.46,IN
,IN
,IN
,IN
27593.37,IN
,IN
36443.09,IN
,IN
20802.15,IN
,IN
,IN
,IN
,IN
,IN
21548.86,ME
25562.12,ME
19756.13,ME
21759.02,ME
19634.69,ME
23421.96,ME
18584.16,ME
14508.33,ME
12635.3,ME
22125.88,ME
21495.44,ME
21359.09,ME
23959.96,ME
23302.53,ME
16580.73,ME
,ME
22936.84,ME
48224.91,PA
33859.55,PA
33687.85,PA
32024.55,PA
56451.52,PA
9868.18,PA
35866.9,PA
29843.41,PA
,PA
16705.3,PA
,PA
107995.59,PA
108746.81,PA
38121.81,PA
,PA
17169.28,PA
23350.76,PA
,PA
16300.87,PA
15062.58,PA
,PA
15156.51,PA
15692.35,PA
,PA
29809.87,PA
25983.06,PA
23067.87,PA
25854.49,PA
78065.39,PA
38744.52,PA
14086.34,PA
16063.54,PA
38418.64,PA
30374.68,PA
40238.19,PA
14254.4,PA
56151.93,PA
25850.59,PA
26700.12,PA
27592.56,PA
,PA
38548.9,PA
44876.12,PA
48059.94,PA
26686.72,PA
48810.81,PA
30565.04,PA
80280.78,PA
81222.83,PA
38958.41,PA
12764.0,PA
,PA
24529.69,PA
16024.92,PA
35595.54,PA
31513.23,PA
25038.51,PA
19369.75,PA
35720.9,PA
20140.68,PA
39801.49,PA
21307.1,PA
107026.19,PA
,PA
24311.07,PA
75303.11,PA
41575.46,PA
,PA
11460.53,PA
9775.54,PA
50879.97,PA
68707.58,PA
17778.43,PA
113089.19,PA
20555.53,PA
53997.2,PA
53750.39,PA
16911.13,PA
78826.14,PA
33135.08,PA
24296.36,PA
14371.74,PA
18771.75,PA
13411.2,PA
20979.43,PA
65493.41,PA
54412.04,PA
21693.86,PA
,PA
60397.55,PA
18371.54,PA
80582.46,PA
23726.84,PA
14405.65,PA
51531.46,PA
26430.15,PA
37883.64,PA
89630.53,PA
43084.66,PA
15234.75,PA
30663.32,PA
,PA
20786.66,PA
64693.29,PA
46011.31,PA
13414.52,PA
12788.5,PA
32539.88,PA
34314.29,PA
44301.21,PA
32112.87,PA
20936.56,PA
14832.08,PA
57201.41,PA
65554.8,PA
57397.93,PA
36359.18,PA
68124.88,PA
21220.12,PA
45299.31,PA
29365.78,PA
22291.21,PA
38183.25,PA
34453.32,PA
33031.34,PA
47565.83,PA
27008.94,PA
20973.06,PA
23818.32,PA
33076.42,PA
47435.76,PA
,PA
,PA
108125.68,PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
,PA
50179.84,PA
,PA
34894.39,PA
45565.48,PA
67053.94,PA
64965.66,TX
28561.45,TX
30358.8,TX
34489.18,TX
50593.78,TX
42975.03,TX
29239.4,TX
33455.49,TX
21463.15,TX
91325.94,TX
64748.69,TX
26612.92,TX
65597.26,TX
36323.14,TX
44378.4,TX
35830.3,TX
34550.25,TX
88953.05,TX
26559.31,TX
22439.79,TX
57272.76,TX
35348.98,TX
26246.76,TX
12350.62,TX
93789.93,TX
51159.87,TX
31619.25,TX
42945.93,TX
25983.02,TX
23462.23,TX
32696.04,TX
16509.46,TX
42320.04,TX
73720.68,TX
20056.57,TX
62281.71,TX
32168.18,TX
69538.41,TX
69093.52,TX
16815.19,TX
26930.3,TX
47368.13,TX
25916.92,TX
79582.08,TX
,TX
93914.89,TX
53188.5,TX
,TX
,TX
34152.47,TX
37266.99,TX
41429.13,TX
35110.47,TX
,TX
83105.23,TX
34312.19,TX
31017.04,TX
26296.21,TX
,TX
58924.42,TX
39114.93,TX
34816.29,TX
29184.0,TX
18419.55,TX
31146.79,TX
42910.96,TX
42269.6,TX
25854.47,TX
34061.52,TX
46926.27,TX
40890.64,TX
,TX
33044.06,TX
,TX
,TX
58756.2,TX
40862.86,TX
38066.69,TX
,TX
22109.8,TX
33824.01,TX
35048.38,TX
20556.27,TX
28821.18,TX
32089.5,TX
25359.97,TX
73443.86,TX
47735.6,TX
35422.94,TX
54153.62,TX
36715.58,TX
28822.36,TX
21179.7,TX
30392.5,TX
24217.61,TX
67577.2,TX
19029.07,TX
,TX
29049.79,TX
,TX
69825.38,TX
48595.53,TX
28018.5,TX
17595.93,TX
26094.36,TX
83772.99,TX
16249.86,TX
30385.08,TX
,TX
63907.64,TX
45809.24,TX
48024.36,TX
,TX
,TX
41956.67,TX
30070.14,TX
35568.41,TX
42179.92,TX
49120.06,TX
,TX
35180.46,TX
45209.26,TX
41291.7,TX
34652.35,TX
58120.3,TX
35017.96,TX
39970.33,TX
39362.97,TX
20629.25,TX
,TX
,TX
15251.09,TX
40793.45,TX
71297.02,TX
,TX
25762.34,TX
24324.14,TX
28801.89,TX
93876.55,TX
,TX
73229.24,TX
73899.15,TX
35795.12,TX
,TX
70360.01,TX
78181.11,TX
114173.85,TX
90783.64,TX
46396.58,TX
,TX
56942.19,TX
26833.27,TX
77768.35,TX
61665.41,TX
85516.84,TX
66920.78,TX
57191.47,TX
61102.17,TX
64610.0,TX
88416.3,TX
47303.16,TX
63387.03,TX
26809.64,TX
36485.55,TX
43933.55,TX
37015.84,TX
,TX
,TX
60074.71,TX
38843.15,TX
70027.03,TX
50181.08,TX
56992.71,TX
50871.51,TX
38215.22,TX
33499.48,TX
61484.74,TX
46094.69,TX
32574.88,TX
27075.63,TX
22558.91,TX
,TX
49244.52,TX
,TX
77760.76,TX
39771.72,TX
,TX
69645.1,TX
,TX
42725.9,TX
,TX
,TX
,TX
47766.23,TX
52088.34,TX
,TX
,TX
,TX
37878.35,TX
,TX
,TX
33183.77,TX
52085.6,TX
,TX
25767.26,TX
26685.67,TX
,TX
,TX
24944.96,TX
,TX
,TX
30852.22,TX
,TX
54844.69,TX
32525.75,TX
,TX
,TX
,TX
,TX
22921.36,TX
,TX
,TX
,TX
61413.25,TX
,TX
,TX
29127.7,TX
,TX
,TX
,TX
,TX
,TX
,TX
,TX
37145.3,TX
76313.96,TX
,TX
40998.77,TX
32806.29,TX
59125.42,TX
52666.2,TX
30866.93,TX
,TX
73657.12,TX
,TX
55861.52,TX
,TX
58762.55,TX
86578.12,TX
,TX
39859.21,TX
,TX
,TX
,TX
40432.19,TX
,TX
,TX
,TX
33932.67,TX
,TX
35142.89,TX
,TX
26850.25,TX
31150.55,TX
29215.54,TX
25431.94,TX
,TX
54100.29,TX
35283.63,TX
52934.41,TX
47326.58,TX
,TX
27899.12,TX
,TX
,TX
,TX
,TX
84578.42,TX
,TX
